draw,pi_theta,pi_a,q0,q2_0,H,c_e_star,W_status_quo,W_full_arch,gain_pct
189,0.6258199804354068,0.05032017301306515,0.04994580447517044,0.4861284642173889,115.64487180661818,23.53896755029916,180.5498517920112,235.75635528850182,30.576875554618066
190,0.43881595090061193,0.04044874830126946,0.02564509401008907,0.2224632715044025,144.39471258625966,22.803868649931346,181.9844662126377,233.11058659361183,28.093672743055105
191,0.3402438756332864,0.12420369331191233,0.11354929323611344,0.6029395808368585,113.94944354905275,32.052413327856016,161.62336279418366,225.03592118687408,39.23477231038807
192,0.6573375830720927,0.38298531385761303,0.041600513074636226,0.20976265467335545,146.43670083304,14.277138469813414,170.4449401422134,235.88915526441653,38.39610320353231
193,0.6542663180643479,0.009529510895704285,0.21124185093860992,0.5730799997028005,86.46782903787962,10.130908645441462,193.6504286506787,238.42690847035482,23.122324144423832
194,0.3739630206575443,0.02830865023040694,0.1762202443099615,0.5388230032747819,119.99221701376476,29.436324426552115,165.61081539311954,226.9036438982984,37.010160453400765
195,0.343732690130592,0.16404849221973988,0.07563550458019494,0.347268265595649,59.535345318286026,20.551071725507903,181.96150058100756,230.24915426056847,26.537291418996464
196,0.319576991229582,0.19345620768877841,0.06139841693038454,0.30741138723117584,130.7833909706282,30.315278849899713,164.49960959419636,226.3036555107181,37.57093774811137
197,0.558609583084617,0.02884593523794617,0.09852647368389228,0.5878376594316376,106.29659113348885,37.57479696799935,163.34602218568415,233.1306271830426,42.721949432004266
198,0.13342144349576507,0.0465238803627126,0.07058969858075036,0.6581830537512191,80.8748488503005,26.9594964101483,167.6153427926244,219.45555623131548,30.928083655699933
199,0.6664872043697425,0.10544717762314375,0.03053877002819506,0.5903809987734274,120.99263781425819,31.12356671063743,167.69080012483533,233.36484545923068,39.16377361519243
200,0.3192306624366427,0.0006612709497914633,0.023491516120897286,0.5464498685717948,85.27448718582934,31.61377458567849,169.50181712005244,226.96358344053826,33.90038366360851
201,0.4468023047188318,0.15706663303974255,0.003920108364194337,0.5997599691142259,56.18854770255764,10.765046918805936,194.39958227499696,233.11163989763014,19.91365267846679
202,0.5068237198360439,0.04692326928933386,0.03460804309115858,0.20259791983762052,120.76809100800767,34.04046794265817,174.27699829913098,237.31911750985986,36.17351677271988
203,0.13385563652342555,0.05937473335139413,0.041676137078021314,0.6911865236787094,79.23382271096992,25.623118238775064,168.99529454232083,219.39710793572817,29.824388619758526
204,0.5844828146053896,0.04849931144909627,0.07797728361383673,0.5027122567904924,99.54913412686824,20.689524509708182,183.77203060899495,235.84244964156727,28.334245891509273
205,0.22548160681482435,0.05635949963194293,0.06921574908533379,0.17348261364331977,139.27060787105904,11.089170283134257,186.80506246117423,224.56853485421792,20.215443786965082
206,0.5033154505173316,0.0018969754334098152,0.08195562559014816,0.3780960696741702,104.89780665294602,38.33588997557878,167.67873677294426,235.3201633994936,40.33989516401437
207,0.4776103265605532,0.2527724607543848,0.22688833172370365,0.23765907484936685,102.34238478448924,37.21592120009838,158.60038002190365,234.2313298905694,47.68648716870709
208,0.4362697720069307,0.13654253949803014,0.028277593879604747,0.7498587083045527,55.730295454052616,35.50851055466153,168.16405046937285,232.09781700400077,38.018688510522026
209,0.556655471528725,0.0020407072794875044,0.09858313889692082,0.7753191094675957,57.59483659052075,26.858227708035333,180.60060767719608,236.33226314560932,30.85906309242741
210,0.20552892595871017,0.047995162149081616,0.05663015163727444,0.47914104210035224,119.1879659666949,26.777266861028547,168.67904385476714,221.74701493857157,31.460915280914215
211,0.30221887349601667,0.22847103343493186,0.08213511458084462,0.3744697134642995,111.9714601214624,19.037685683387913,175.41758443697023,225.61357282685233,28.61514058068572
212,0.28653237775133705,0.0538875218513514,0.26995962954842945,0.5734730248926191,133.83235912959066,26.889467261991314,162.87829509752683,222.93900519505735,36.87459404064114
214,0.2585334459668712,0.06050280286277734,0.057994971471054674,0.5402809564161603,104.33514174237577,32.96129567182982,163.63799389265327,223.6848192866036,36.69491660557824
215,0.15214565495326318,0.021112717208164076,0.08165173204075041,0.562262348376356,120.51259459992218,33.85970387583254,159.9831959273141,219.466689005051,37.18108813425773
216,0.5864548961089238,0.29801139267435584,0.09358658605482024,0.29990279182827195,136.36820394218702,26.59595894613362,162.8898820343565,234.35438991369708,43.87289559474748
217,0.0689516478665659,0.033331923096588605,0.17253714908426493,0.19339009790095715,136.07333618648696,24.487234971132136,168.5383646574894,217.59546008956164,29.107375956666054
218,0.4989029884666079,0.07541575762943521,0.015280558143605802,0.5905811731333285,90.1698775502482,31.674334695024115,171.51037974714598,232.37996311950099,35.49032044713196
219,0.4722072690131183,0.04661261473357425,0.12932102470183296,0.22980159594885324,78.68355546801521,13.900749850537089,193.64623556404086,236.93863849570084,22.356439207589307
221,0.3427991170493276,0.11338458529583205,0.15708284874612571,0.17738311256125971,109.88583701003526,22.47050227439287,176.8081013099752,229.99427362015726,30.08129826412054
222,0.15668665969768694,0.16892690579878072,0.005461380340731242,0.7168205393455971,74.70675872807189,35.77535436090692,158.95811585140538,220.24781885776062,38.55713983402337
223,0.43867353474932613,0.009129273477529898,0.09354103910916278,0.6518876929655353,71.1220994437965,13.857655273756098,189.52348158136638,231.18194359950795,21.980633571390317
224,0.17375827249277687,0.0026372099318199864,0.011251783142760036,0.3768528729685307,98.70454933791568,15.534147525373179,181.9190755741233,221.80278156589011,21.923872395402604
225,0.768546910298941,0.010870437160684398,0.009766853639246788,0.5914172973848401,93.00265696455213,36.500358121089036,175.5881291372266,241.38777408258522,37.47385729814032
226,0.04412701810880029,0.03511249298128329,0.22107803677231502,0.3663016671150099,133.2366358465001,31.907972868401398,160.02889522583047,216.1919256549804,35.09555593062957
228,0.43298191073660597,0.03290000410960098,0.05352197341130659,0.48953981482993236,137.63947507508794,19.287153580899258,178.96069280990724,227.60032412409396,27.17894670079978
229,0.32796883871855625,0.18304463820599698,0.07209286597217186,0.7143112772696443,74.8690380787865,11.75243138663856,185.50148572569384,226.10763221950384,21.889930603496854
230,0.34513506848939407,0.09851262126526845,0.17072300290154485,0.6620839641006077,146.18330071923677,12.549242593772153,175.0299581120595,221.24224620327735,26.402501942913883
231,0.700629232567157,0.21369200392927012,0.06764962409788167,0.5052381852898787,115.30900663041828,29.467354932875107,166.11001642983558,236.9249725721921,42.63135821930917
232,0.49134087927462533,0.022176573329960488,0.004143215935597262,0.27717866754452736,63.75563474932113,26.922154567754706,185.04740509795823,238.0813908307632,28.65967545166627
233,0.38556008047807533,0.0640946949011825,0.0736072070892065,0.3939490116307506,82.78420388534417,38.06820359409224,164.84199317938297,231.05442025788784,40.16720848943615
234,0.02734595798858878,0.06079450363661966,0.0991622213815972,0.38496801151897536,110.81289162558029,38.77305514208605,153.32085076152234,215.5907976336377,40.614141235735126
235,0.296943983257836,0.0580006888454611,0.06834367366616666,0.4139010659389738,58.144248124081784,24.098961823731006,177.98732856071328,228.1236443170682,28.16847477951382
236,0.31782205021141197,0.07041588520373097,0.13664301387949887,0.2496296541581481,145.29287906260143,10.599397726894379,186.05974889751326,227.41045043987927,22.224420804277823
237,0.3485471454161906,0.2319431096449188,0.09650239997192192,0.3567037566095687,142.46191784832178,28.602427199597866,162.30981403769835,225.91970670222364,39.19041682208517
238,0.24339783746068125,0.02113993154197473,0.054623054390568436,0.20610777026720975,97.4530089187891,35.96295566866301,164.58048895618847,225.99921358761677,37.31835105179328
239,0.4228197567928386,0.030155523627094786,0.02655124937264711,0.20103043568742648,132.86478479269954,14.165541602524893,191.701653848848,233.2536296707191,21.675335078034234
240,0.566431671173731,0.0023763735651344984,0.03693272318889708,0.4486491386209691,110.8300756971365,15.334433921366283,191.72577477579657,234.9150592391705,22.526592741053893
241,0.5991740374510902,0.10617434135948596,0.3307840779850054,0.4133956991232919,62.972810690490554,30.843949337462828,174.73891111509138,241.43229015427818,38.167445712912425
242,0.5078762485839312,0.0607999571787107,0.07930566371275737,0.4463666744798087,63.93973831209888,24.80452473289651,183.4155794531068,236.99923571235243,29.214342870445837
243,0.4187943986540659,0.23679279391131838,0.04388085832652684,0.3516899735929446,51.41265749098546,12.857008308651263,192.24973052326146,233.82819153218023,21.627318226013294
244,0.8482216386747649,0.11288131631904849,0.31149119912715817,0.440939092475999,67.23672265642473,37.89304750405219,171.84476729655626,251.62031509689825,46.4230299562579
245,0.24828966431546093,0.042536290718951715,0.1417880006137189,0.3675291830360611,116.29215110320877,24.400929982786508,171.9919808128363,224.40828686054186,30.476017428246042
247,0.20505607700436412,0.15452275131732604,0.04699662085929558,0.5140567308829601,146.68198780822334,31.109743025668337,160.51396653642698,220.18183987360428,37.17301031473563
248,0.5403739839273409,0.03211401244547152,0.0019687061613436843,0.4658732589074171,114.92090265819203,27.21952624457466,178.23260749518778,233.57782598018707,31.052240812048716
249,0.4041888148603156,0.17752530229133162,0.16198967958629124,0.35438429242102776,133.59210809168422,15.59365879583733,176.87679433752996,228.7469192581742,29.325568181466277
250,0.39105275200209877,0.04793271723763282,0.24491086615334656,0.35528284144436684,141.53265276899617,25.557417770540606,167.87593666640902,229.1387892505752,36.49293269821232
251,0.6726576551534555,0.07807310927236366,0.09877151455792027,0.2869711468200024,149.6505259634559,14.576968140514388,187.32996627686492,239.79035319148858,28.00426859474776
252,0.6067554751658423,0.04530054064160084,0.047560993689800386,0.5403942935002519,89.0484989768521,25.869197107388743,181.14364214057605,237.19033465465256,30.940469039803023
253,0.24771555785604646,0.008184849392748354,0.03651410085060946,0.4521862000360394,95.09247473159945,16.221186257181444,182.75343551485244,224.38400945768174,22.77963958682789
254,0.5547550602185101,0.27596413734567377,0.06096604451900237,0.6649350031743582,128.90532796071466,26.666754026398415,159.1448528374933,227.34123663834745,42.85176842664912
255,0.5590497216245928,0.13252829419185141,0.14039024445325862,0.8063805912514748,58.0771759207353,31.71035009724082,172.41231898272642,236.17414700011136,36.98217644400055
256,0.4188896674382103,0.02108329233966761,0.006914978790708537,0.014846738059115301,69.0060886608131,11.848719951328361,199.76182816215538,236.72458660430837,18.503414181886995
257,0.3838456150621787,0.04298556620332365,0.10588112084987285,0.14286699234800065,83.44628922052188,14.584397921566222,191.16957606879996,233.44296161946298,22.113029918238283
258,0.23034131648477033,0.1010578390522219,0.003914275900687725,0.21674132100312335,103.69999384184993,29.659205500218714,169.27332426341226,224.80754928950037,32.80742861744082
259,0.65328400835615,0.09814533465445868,0.0024359586282907903,0.3018820910222461,134.61815293449877,12.119521473133318,194.5833817118426,238.42517427823708,22.53110835092769
260,0.6926274968417189,0.3826154286839281,0.1777332911759562,0.38848337019237456,149.8255951215296,24.355373828241518,149.25328837324363,233.27201193824462,56.29271185964896
261,0.313960201194965,0.10300194792594924,0.03662045599542845,0.6745626856129198,140.97935450039947,16.491679260489242,175.0179899133193,220.70942436183884,26.10670735685458
262,0.5927199610017173,0.008576031023997236,0.025816325320805925,0.7907994621526149,149.7310742546634,20.508935267462945,170.74697243211224,217.32653822650957,27.279878015358086
263,0.23579927490811373,0.12379135609004308,0.09581885798144836,0.2511092899804312,135.36341921473593,21.908640855145016,173.408176971938,223.96952201661173,29.157416869018757
264,0.27800705223423056,0.027270635131286518,0.05103078192553654,0.7256179644427259,134.02510206278117,12.109334156933661,180.74712924325058,219.50162173868003,21.441276914154145
265,0.4336084232596621,0.02203607044257077,0.06740117004649726,0.5258277204680405,115.5953110124686,11.558575112741678,188.3353033370276,228.20288582507206,21.168406444064868
266,0.601110985590873,0.16895282802418776,0.07283822621859892,0.39812626036683363,93.19660569810785,18.52017449007469,185.0680782160743,238.2477419797263,28.735189923765592
267,0.7713602951518835,0.019271706459793196,0.17126028484337677,0.17705320028237143,141.52772055266487,19.097458544435373,190.49300418638182,249.70498580347396,31.083546542821097
268,0.41743463136728404,0.2551665073746704,0.21449740883375068,0.438287004508682,124.66009640551216,10.582683641762213,178.05533784222519,227.9997550518503,28.049940998612936
269,0.4118890047559796,0.02159036017766563,0.01912835496346203,0.4368814382311226,50.223520474739715,25.31981895219691,182.6033991539929,233.76406720654046,28.017368947991375
270,0.6492572197620192,0.12721955489239561,0.005619021450001384,0.47934511447793143,107.58336185818038,27.020816770421753,177.0499962817578,237.1203962391822,33.92849546397517
272,0.4886692007623449,0.07375778727966514,0.1412019884451894,0.259782474038177,66.55315015450302,29.755824485522922,178.33637091977965,237.75517808380454,33.31838976960735
273,0.038174529786156736,0.1126229030734175,0.09384266396581777,0.7773554395564274,129.04132683455725,17.24467181865382,174.05939233498617,215.36403462489181,23.73020021258764
274,0.6161259173151835,0.019890501559953533,0.036154900776250186,0.34668006757830744,51.88515790379533,23.650652817495637,193.05882844259705,244.04235201854576,26.408283934607965
275,0.20572079235274135,0.07032777999067301,0.05209876503228686,0.21740822351690314,93.1214968125835,18.956267462564185,179.51171318093824,224.0156718861267,24.791673989725034
277,0.3059784283630442,0.009785231734486892,0.00397950423535017,0.6023615856150448,122.57083957377432,18.512742874178016,178.9192469793556,223.17598249887715,24.735592322623663
278,0.18844747113280802,0.04459536567267127,0.0987444644044992,0.7646295710044421,66.03968050560806,29.817510265136548,166.26434355726587,221.67608342086262,33.327494445320724
279,0.47307234142247956,0.09311392425709777,0.16415600357816093,0.1658865458760442,117.79035850615142,33.71804467166801,168.435251743834,236.01179253835073,40.12018867480962
280,0.24436227371906313,0.1621326880610921,0.00984718339701863,0.2541849207063673,68.18154529237717,19.94391645944518,179.84121727386113,225.81961902193467,25.566109062783923
282,0.20212577728780715,0.041760567597885156,0.10584870920297412,0.2075604053935182,94.71989649235351,19.778908083379946,178.4195387256285,223.99969337115223,25.546616122361097
283,0.45184122828739337,0.18602891136879382,0.057027244311417286,0.37518917564651244,71.50758081563342,19.30007295741798,184.5356599733991,234.07282232149115,26.844222062680377
285,0.6808816593893485,0.05768654935858764,0.007663785173221306,0.38048649730958645,137.46354118429394,38.32345346489585,168.53261693518334,238.55657545031374,41.54920263420653
286,0.6941019933399398,0.059607488468172334,0.36621655056720154,0.4046168539448628,97.84934381414848,25.74731139864741,172.44330511337597,242.953760442871,40.889065123831074
287,0.28289871507053227,0.05607322646229617,0.0047802499481263494,0.5730749671765524,69.37926127724127,20.34298581897863,180.01141902363435,226.02732002248518,25.562767766865527
288,0.5223693925346916,0.033814956206723035,0.014974735432018344,0.46887721352591544,141.6131687910027,20.297851542411507,181.0223344966912,229.9817140345994,27.0460436133659
289,0.8697425657029223,0.004358311762569843,0.11199711667607166,0.4387234426405652,69.66728262882962,25.89401832722413,194.21445016128894,252.69694734356372,30.112330536531616
290,0.29673234839130297,0.04402775541491856,0.1752988676067226,0.3341568334254869,115.88167668174208,27.089352729392846,170.0335317430599,226.70905153921177,33.331966474586345
291,0.6228813698062923,0.0017867184792115267,0.026300795536544748,0.4248853519475113,141.63020339149813,27.55929713756571,178.58689935017065,235.1032148746992,31.646394965238837
292,0.6492233846316869,0.06747669696081585,0.005058195928302347,0.6108828544043049,134.2649240670535,32.74005295400039,165.81827617324694,230.24422919543463,38.85334868327509
293,0.3612562795071416,0.21034621496911662,0.02946860238677132,0.45111227940929555,92.80281815816862,10.477489091191327,187.49342607734442,228.0025997907301,21.605650161128803
294,0.4544634454952794,0.1095915544033921,0.10907626235697157,0.194485515403795,109.36131913179653,18.981110300628963,184.00102742735783,234.8476591756239,27.63388469031236
295,0.19006682165824731,0.001656384235569656,0.34352561167975904,0.7364004078508699,115.59154619738806,14.098132083389661,175.89077682492157,219.6710488627376,24.89060133118526
296,0.7556674509903395,0.014006580298680729,0.0884011293168682,0.37528223011648276,127.51913198587197,29.866387847761054,178.90015311485732,243.16023359206798,35.919522347168964
297,0.4274616133038452,0.11509478147887105,0.26201208700290424,0.6183969229793387,86.34678197300195,14.492026248003116,181.34387564156074,229.9330950573885,26.793967672703683
298,0.5874857865314994,0.05486348077557227,0.28253191454973564,0.3987567598365737,72.08788348495402,25.19122208459688,180.422123387713,240.6307633780587,33.37098514297056
300,0.15161688390387196,0.06497018889655776,0.13541982732786567,0.20833525542027417,125.77165208126542,28.89363324174755,166.13758147767177,221.19839553295802,33.1416971196768
301,0.3184058571322285,0.03699095342047596,0.03634920037469468,0.3407538558423195,109.51809731891021,33.49264944768978,167.45714365915117,227.72083279716765,35.987529597829244
302,0.6890384563692141,0.0938885817563488,0.05124062693192418,0.16487941349436974,98.6358423266619,17.310902626981807,196.94326588991828,246.66496583836118,25.246712409164026
303,0.11873881017159002,0.002604137673745387,0.030956217529353142,0.049563116375502925,131.1881500707928,37.420141163529024,159.3837028589773,220.640166005506,38.43332915958691
304,0.27048105672780665,0.12199243453121411,0.03580615231855464,0.3763129426853693,109.5499705910118,16.706323025177,180.58937336104128,224.95616278748614,24.567774172262645
305,0.23679048436672606,0.11652930412364378,0.09664150362743905,0.16831651599930086,73.494554525307,25.953365298538284,173.63436657628705,225.90190737819646,30.1020712849178
306,0.20768308483163708,0.1844576841846906,0.05359876358264607,0.37149764839009863,93.48841544214562,19.663180032017877,176.13546844185873,222.88484185200673,26.541714638003015
307,0.21959367884330244,0.008608058480128189,0.02598344698528819,0.25856734331601283,81.62327101862351,21.93851698810824,178.28741336324617,224.8550760352599,26.11943366811649
308,0.5254935764176324,0.05775082746111673,0.022010639953683235,0.5531374514179108,66.8618761831568,14.835767287700925,193.3505507201664,235.95344664472094,22.03401840122665
309,0.40119617951324293,0.13140343875118743,0.08877141067559628,0.5502819723869564,98.79761648826471,14.485352184680167,182.97485202441092,228.34690032481615,24.796876619062424
310,0.09580971980414077,0.019773613992822115,0.03847729853638022,0.1566479143387985,84.3667315280857,20.93071214005538,174.53653464907902,219.2327582073492,25.608520100468287
311,0.2109576927863867,0.11073458137121246,0.1632584054869527,0.41928740511543916,67.17531460684206,28.364496271285425,168.92312538595476,223.81692284798044,32.49631886493018
312,0.4812456733271519,0.07772430482160195,0.07538206618884444,0.27628016890252693,93.94817665788923,16.414544643766927,189.49095215587437,235.8081409014193,24.442955306617826
313,0.41645447301275723,0.1655153032259799,0.07518847033777723,0.386380220341969,81.89695925826422,37.88276215138562,163.67663357792165,231.98664147284654,41.73473415336618
314,0.3718095787337271,0.06453184077519351,0.04341253104685086,0.45165449942984326,95.52303476511574,19.05307895558488,182.10685462368923,229.01654455548186,25.759431202481718
315,0.3345654570695527,0.13883639467065204,0.07634825103501934,0.5353419035296966,69.21142242492112,10.12848431898805,190.02286473254523,228.1145666411595,20.045851830635154
316,0.4414887353770237,0.0005826664638182051,0.19320628190810615,0.3304919406245569,62.2408847730467,30.247813024316784,176.49816907346207,235.48592458664015,33.42117134859694
317,0.4174507282873692,0.1863188349833933,0.048681597632117164,0.2948016632524199,57.296134116013576,12.195420717428787,193.30290752959277,233.94579333594078,21.02549119708713
318,0.10521746186621704,0.13145222740437706,0.005417327021504944,0.8370160137999182,98.05137148193486,23.268470953679163,169.24268369777235,217.45332888193008,28.486102991755086
319,0.492534412475563,0.12009585247757634,0.03096569316402286,0.43823030662338663,63.87076031588093,18.798204802253338,188.56181650833872,236.071141062701,25.19562307688168
320,0.7363747667168881,0.21831830524229914,0.1458342512319166,0.3977352424411744,110.2087826001692,22.68717803074165,174.04239559431758,241.3218043081959,38.65690798160617
321,0.268649617555428,0.009111165675687368,0.009145142791917095,0.5305165395339138,132.52307170992253,35.791301940466184,161.16946315704513,222.8974120749155,38.30002762851053
322,0.21968637327452742,0.12065297566220892,0.10432278349727024,0.11700785174709075,80.71312936620288,28.253511093812737,170.5996392829593,225.18314035260175,31.995085862467384
323,0.06927365495910523,0.2811771843764605,0.09143210139886845,0.7089622657755089,51.22568018650272,28.9668861126496,164.2354863935066,217.40844607336538,32.37604786121369
324,0.7525086761373043,0.045652729573070885,0.14080724427272318,0.27160608774681405,113.41832153951836,35.91474850791265,173.9734006463453,247.14469646143493,42.05889839667668
326,0.6087551279748039,0.017582899415879205,0.25056112570230255,0.5488087268678179,115.09439234217875,37.130731002749236,158.23993412983614,235.14661540708187,48.60131021929247
327,0.619641765681591,0.06594315467688171,0.025965269629710724,0.4198823467065306,81.56969058381931,14.360131336814266,196.45750385522427,240.09187220843825,22.21058880263974
328,0.7616214964914061,0.09355160128217331,0.08416773315211273,0.7253296011787841,58.599897163495285,15.722828573999923,196.31997300492145,243.96620905277248,24.26968347568824
329,0.6377109563566192,0.5467535366421218,0.08592898916850117,0.3640566514220236,88.42080032044929,14.396169176809959,176.2032449252655,237.53530746691774,34.80756700460625
330,0.5714320795585937,0.013656797892770979,0.12956922990738154,0.47335726944208,64.77534450721075,20.602209293592743,189.26340109097254,239.61813876471666,26.605639222102063
331,0.5249320510247519,0.029690204664869883,0.23209270283613945,0.6076676484038168,123.16727834677891,12.755440482400887,179.27856321415697,229.19340750302453,27.842059526794532
332,0.16317073308805788,0.022301679527381563,0.2487358679679332,0.6119306258339982,50.58500226736072,27.23386580617473,169.07934349823097,221.7279020120024,31.138374105599883
333,0.6187524525330957,0.04802343200303877,0.01805109048251986,0.47592745545761755,129.61487586478276,14.24180284233298,189.3681532833898,232.72812241639457,22.89718116863953
334,0.41875439161257333,0.0990419823876049,0.06693543759340764,0.24636554963476087,138.38372360986318,37.37747643091906,162.6529778171854,231.51511489323252,42.336843751760306
335,0.34105043298906473,0.019849634514319894,0.07535458528720825,0.6184730701414577,67.12049422434258,25.204808986526494,176.37362817674176,228.3336558508258,29.46020230531039
336,0.5879790948506228,0.07312219801914559,0.04615391012981365,0.6162903497922774,64.55826921022359,27.105791160968142,181.64753618742893,238.3151152048466,31.196447916005038
337,0.19404140554559654,0.02671602530375198,0.023857451171885004,0.10961471858718912,133.96115895392143,32.56495200593321,166.54067609375863,223.90505738056578,34.44466699205202
338,0.7069274245269335,0.1824528535169312,0.03241220432406857,0.5200014203506758,78.78614004907826,11.93046946524788,195.41353161912932,241.16288203696743,23.411557039461254
339,0.5732122981066625,0.047417776593176995,0.03267165612808847,0.2320380294211878,116.22688038312864,14.684956706147954,195.4980073498446,239.64696658736685,22.582818022547645
340,0.23924605877715244,0.10977054386824997,0.008742797018634584,0.05863953326101795,82.43399932036394,31.508757876834224,169.50122357805725,226.46521469002437,33.60683180303683
341,0.7564664300464753,0.08691775277035145,0.08819390271114617,0.31718049628853573,107.44676592713583,24.249923521431217,185.37215674359226,245.76198247728243,32.57761402497016
342,0.4981715183371577,0.1743862545580587,0.06483394300347303,0.44116695197757233,112.7125975312123,16.805244538966974,180.80661729670672,231.84537395377984,28.22836764503904
343,0.2913170676806514,0.05139710921269856,0.1666300249114729,0.6166383465648558,92.12735605515239,15.393151233847355,180.60634295282276,224.76921005447727,24.45255597318116
344,0.4692958267997257,0.10492334541000382,0.052672030934073896,0.7230508580734645,93.46042841186102,15.481830446143274,182.74608068728043,228.35571464745712,24.95792729925903
345,0.2947094414603937,0.08378273351563614,0.16359681601578677,0.5015334963660512,70.99343130935947,30.88122884272279,168.04929958434087,226.93417422590565,35.04023806538481
346,0.32850600377613126,0.10075233940484851,0.31805249915423406,0.5009591049045768,136.75815246159763,21.19044301233202,166.85621783734956,224.77076333807636,34.709252224080466
347,0.34751396258522005,0.01010981331953387,0.09019909200469667,0.1400062789584054,140.06816997622428,35.62266239896633,167.50407768380978,231.01638799781566,37.91687413956293
348,0.13423946856580335,0.111050524404987,0.12539850232039063,0.5141149715678258,118.60475046475483,13.12429038091076,179.5209410758798,218.9720278151593,21.975757537169073
349,0.271651370999964,0.0067482059842075785,0.00919166726913264,0.2802264369814005,79.87235249744317,18.26532518364548,184.1509469371376,227.1827337678089,23.36767067799048
350,0.31188514048250393,0.2023934646286579,0.24093671281744258,0.3144005164036965,56.76395545030643,15.494210375493406,184.55808282067116,228.9620120748978,24.059596077063958
351,0.18383634501683402,0.1809244476996418,0.01254623727282792,0.5784622030449701,141.0892949729908,32.339378926046024,159.05339625236732,219.26650173633692,37.85716426226479
352,0.45437065536209964,0.1949610417064961,0.2408209536970877,0.4114753123961109,104.89812739351245,31.71781838659251,162.278005827341,231.62829453656371,42.735482455342336
353,0.3544883792213039,0.16754328700073975,0.026671099272336844,0.6069673604871064,61.418440406452014,33.1576640780392,168.09336565026337,229.1484849256955,36.32214694449274
354,0.33452976672345075,0.15690247931417617,0.15109654532217331,0.3413515420129987,125.49521320819788,25.4128135285507,168.84366706255446,227.01360571682295,34.451951717393854
356,0.7006634947601019,0.007528554453357408,0.23347657046026993,0.26116373025594675,83.28248623150992,18.122070484882805,193.8528473784681,247.49945443929548,27.67388139318405
357,0.5315862430363087,0.21290872099963895,0.0038766260399927723,0.5373070742284163,75.24512586965912,28.049151074165884,175.5259248610326,235.3365768646641,34.07511001636072
358,0.7177675636265288,0.10746078533406271,0.0027820499533684423,0.26751590332072556,97.77909068183823,28.22156360288492,185.5715958563072,245.66568079530657,32.383234439354474
359,0.4337922089813,0.002036355908936584,0.09897867379312593,0.3100870895606639,108.8513776624626,25.532193612224898,178.92753145982695,233.26718892980998,30.36964575917342
360,0.19749107806967214,0.1444107527475086,0.1841424525384349,0.3082614369543305,112.35287543704081,18.767053183960446,175.28527884899682,222.48368970543012,26.926625650687622
361,0.14617669360624339,0.0031035826202422366,0.07301617425900635,0.17799505704804805,80.23431121422831,26.844805998105596,170.58659989370017,221.72081421399187,29.975516454490347
362,0.15243879249397824,0.002580400985324195,0.029985697242708415,0.30199073874823174,119.27415002668795,27.829685343619698,168.7331013423761,221.00645214313948,30.979902807982885
363,0.48362095886333595,0.006692485481415758,0.07057882312575564,0.4780729907305122,104.60522460754338,12.258512988348617,191.38043903448113,231.96478134645872,21.206107853407886
364,0.2951841860083175,0.06990409805972467,0.017847845472716242,0.16743425630019226,103.54455210588809,39.862271846335005,162.26563402379244,228.34498490548475,40.72294868795405
365,0.5485136118618722,0.031025231108288656,0.06874361641880382,0.4664557392450738,145.00344632041345,24.49787446265251,174.6484849642439,231.150999088396,32.352135282318635
366,0.63641794457615,0.10822049968176094,0.07442727906475502,0.24896164246817984,56.0958333897856,24.960035002865826,190.29151485663579,245.24193415069914,28.876967706869426
368,0.27801779069643723,0.004086860174612151,0.009219113539391106,0.3135219589716228,92.58665581754266,23.599581069340203,178.3499056594237,226.91102983208816,27.228006649690403
369,0.4183656851833237,0.006244166074224058,0.08929964995446128,0.5617354279988198,107.04829848044025,34.24554430113774,165.53628359335136,228.94677910302835,38.3061007129097
370,0.33405022573394155,0.09774549831791111,0.1704771348467263,0.29050601754364014,68.29889335268687,34.326220537318775,167.37158346402006,230.0526381089907,37.45023698030867
371,0.6240089617201078,0.09926792013375878,0.030193136086858034,0.33957587598672895,122.92409788431715,11.990624342698055,193.22049820362366,237.574236355024,22.954985917000666
372,0.8362753240887012,0.14917106458960436,0.06655030588277015,0.16103398331409433,86.77138048324676,28.00964410139934,189.11980949448352,253.5007489070201,34.042409192684026
373,0.22521290103328262,0.07707932591096428,0.02156079750712765,0.39344283195977764,56.631281762097494,19.535201012024466,180.33591006479253,224.91508374182686,24.72007580798387
374,0.81472969690649,0.058558792021815985,0.2445747420414153,0.5918449340809494,65.67084562856081,12.876386131032564,197.22392360151377,247.6467900491817,25.5663032794876
375,0.3890274675200982,0.08464615141048676,0.2802622262914411,0.6465362634435335,54.314098309523985,10.118378800815835,190.96905357741275,230.99734321809626,20.96061581226684
377,0.27173096246317413,0.007170599538583175,0.24854747045232023,0.8591969287045637,133.97876238561815,14.082169355003238,172.95685079688326,218.47289937164686,26.316418439080305
378,0.41881972813105406,0.21406385223879257,0.02715653312642429,0.3162833311987883,53.13916199198976,35.38151491535447,170.2738142473002,234.0395286696323,37.448925839953766
380,0.4397266348560834,0.18876874577369113,0.08136655306264833,0.2962065090938901,114.00726695930786,15.318012328508445,182.8473229315003,231.7868902368872,26.765263237526877
381,0.26635966453204735,0.2242622983815443,0.10337816591044552,0.24581600516272262,115.08859263236664,13.322204208180755,181.49526786129746,225.17597904018137,24.06713502429476
